FRAME;time.TIME;in_chassis_acceleration.longitudinal;in_chassis_velocity.pitch;cueing_velocity.pitch;cueing_acceleration.longitudinal;cueing_position.pitch;cueing_position.longitudinal;OUT5_XY;OUT6_XY;in_chassis_acceleration.lateral;in_chassis_velocity.roll;cueing_velocity.roll;cueing_acceleration.lateral;cueing_position.roll;cueing_position.lateral;OUT5_XY;OUT6_XY;chassis_velocity.yaw;IN2_ZA;in_cueing_velocity.yaw;cueing_position.yaw;OUT3_ZA;in_chassis_acceleration.vertical;IN2_ZV;cueing_acceleration.vertical;cueing_position.vertical;OUT3_ZV;CYCLE_MICROSECS_YX;CYCLE_MICROSECS_XY;CYCLE_MICROSECS_ZA;CYCLE_MICROSECS_ZV;TOT_TIME;cueing_position.longitudinalHP;cueing_position.longitudinalLP;cueing_position.lateralHP;cueing_position.lateralLP;cueing_position.yawHP;cueing_position.yawLP;actual_velocity.x;actual_velocity.y;actual_velocity.z;actual_velocity.yaw;actual_velocity.pitch;actual_velocity.roll;actual_acc.x;actual_acc.y;actual_acc.z;actual_acc.yaw;actual_acc.pitch;actual_acc.roll;status_xy;status_yx;status_za;status_zv;actT1_lenght;actT1_pos.X;actT1_pos.Y;actT1_pos.Z;actT1_pos.YAW;actT1_pos.PITCH;actT1_pos.ROLL;actT1_pos.PSI;actT1_pos.THETA;actT1_pos.PHI;actT2_lenght;actT2_pos.X;actT2_pos.Y;actT2_pos.Z;actT2_pos.YAW;actT2_pos.PITCH;actT2_pos.ROLL;actT2_pos.PSI;actT2_pos.THETA;actT2_pos.PHI;actT3_lenght;actT3_pos.X;actT3_pos.Y;actT3_pos.Z;actT3_pos.YAW;actT3_pos.PITCH;actT3_pos.ROLL;actT3_pos.PSI;actT3_pos.THETA;actT3_pos.PHI;actH1_lenght;actH1_pos.Xtop;actH1_pos.Ytop;actH1_pos.Ztop;actH1_pos.Xbottom;actH1_pos.Ybottom;actH1_pos.Zbottom;actH1_pos.YAW;actH1_pos.PITCH;actH1_pos.ROLL;actH1_pos.PSI;actH1_pos.THETA;actH1_pos.PHI;actH2_lenght;actH2_pos.Xtop;actH2_pos.Ytop;actH2_pos.Ztop;actH2_pos.Xbottom;actH2_pos.Ybottom;actH2_pos.Zbottom;actH2_pos.YAW;actH2_pos.PITCH;actH2_pos.ROLL;actH2_pos.PSI;actH2_pos.THETA;actH2_pos.PHI;actH3_lenght;actH3_pos.Xtop;actH3_pos.Ytop;actH3_pos.Ztop;actH3_pos.Xbottom;actH3_pos.Ybottom;actH3_pos.Zbottom;actH3_pos.YAW;actH3_pos.PITCH;actH3_pos.ROLL;actH3_pos.PSI;actH3_pos.THETA;actH3_pos.PHI;actH4_lenght;actH4_pos.Xtop;actH4_pos.Ytop;actH4_pos.Ztop;actH4_pos.Xbottom;actH4_pos.Ybottom;actH4_pos.Zbottom;actH4_pos.YAW;actH4_pos.PITCH;actH4_pos.ROLL;actH4_pos.PSI;actH4_pos.THETA;actH4_pos.PHI;actH5_lenght;actH5_pos.Xtop;actH5_pos.Ytop;actH5_pos.Ztop;actH5_pos.Xbottom;actH5_pos.Ybottom;actH5_pos.Zbottom;actH5_pos.YAW;actH5_pos.PITCH;actH5_pos.ROLL;actH5_pos.PSI;actH5_pos.THETA;actH5_pos.PHI;actH6_lenght;actH6_pos.Xtop;actH6_pos.Ytop;actH6_pos.Ztop;actH6_pos.Xbottom;actH6_pos.Ybottom;actH6_pos.Zbottom;actH6_pos.YAW;actH6_pos.PITCH;actH6_pos.ROLL;actH6_pos.PSI;actH6_pos.THETA;actH6_pos.PHI;actH1_pos.PSIs;actH1_pos.THETAs;actH1_pos.PHIs;actH2_pos.PSIs;actH2_pos.THETAs;actH2_pos.PHIs;actH3_pos.PSIs;actH3_pos.THETAs;actH3_pos.PHIs;actH4_pos.PSIs;actH4_pos.THETAs;actH4_pos.PHIs;actH5_pos.PSIs;actH5_pos.THETAs;actH5_pos.PHIs;actH6_pos.PSIs;actH6_pos.THETAs;actH6_pos.PHIs;TripFrame.PSI;TripFrame.THETA;TripFrame.PHI;HexFrame.PSI;HexFrame.THETA;HexFrame.PHI;cueing_position.longitudinalinv;cueing_position.longitudinalHPinv;cueing_position.longitudinalLPinv;cueing_position.yawinv;cueing_position.yawHPinv;cueing_position.yawLPinv;cueing_position.lateralinv;cueing_position.lateralHPinv;cueing_position.lateralLPinv;actT1_pos.Xextern;actT1_pos.Yextern;actT1_pos.Zextern;actT2_pos.Xextern;actT2_pos.Yextern;actT2_pos.Zextern;actT3_pos.Xextern;actT3_pos.Yextern;actT3_pos.Zextern
2243;11.21;-0.721045;0.0158771;0.205604;-3.40545;0.0956129;-1.35478;-1.81809;0.226863;0.00333469;0.000137833;7.39415e-005;0.0159973;0.000125283;-0.157415;-0.0378315;7.72416e-005;0.00240907;2242;0.00138141;8.66275e-005;0.00241304;-0.0112401;2242;-0.0525154;-0.0158411;0.0424309;520.672;771.238;193.48;190.032;1683.08;-0.123064;-1.23172;-0.00321342;-0.154216;0.00020446;-0.000117833;-1.81804;-0.037967;0.0424309;0.00241304;0.226863;7.72416e-005;-3.37358;0.0308419;-0.0623527;0;0;0;0;0;0;0;1.09695;1.10872;0.345123;-0.381;2.55923;0;0;2.55923;0;0;1.30954;1.27672;0.0539106;-0.381;0.478619;0;0;0.478619;0;0;1.20313;0.940524;0.054019;-0.381;-1.46843;0;0;-1.46843;0;0;1.33857;1.06543;0.910757;1.43181;1.76003;1.31934;0.363;0.531721;0.924749;0;2.10252;0.924749;-1.5708;1.49537;2.14888;0.282494;1.5358;1.97684;1.19413;0.363;1.75732;0.901544;0;-2.95507;0.901544;-1.5708;1.49955;2.1489;0.0324943;1.53584;1.9766;-0.885876;0.363;4.52693;0.898073;0;-0.185464;0.898073;-1.5708;1.34052;1.06555;-0.595984;1.43202;1.75975;-1.01104;0.363;5.74432;0.92309;0;1.03193;0.92309;-1.5708;1.46422;0.850026;-0.471005;1.41134;-0.0414644;0.0291813;0.363;2.63029;0.798008;0;-2.0821;0.798008;-1.5708;1.46607;0.849919;0.785735;1.41115;-0.0414349;0.279551;0.363;3.65806;0.79654;0;-1.05433;0.79654;-1.5708;2.10252;0.924749;-1.5708;-2.95507;0.901544;-1.5708;-0.185464;0.898073;-1.5708;1.03193;0.92309;-1.5708;-2.0821;0.798008;-1.5708;-1.05433;0.79654;-1.5708;-0.000117833;0;0;-1.57202;0.095613;1.5721;1.35478;0.123064;1.23172;-8.66275e-005;-0.00020446;0.000117833;0.157415;0.00321342;0.154216;0.192583;0.948444;-0.381;2.43911;0.657021;-0.381;1.06347;-1.14282;-0.381
2244;11.215;-0.724685;0.0159001;0.206142;-3.40417;0.0967509;-1.36392;-1.83491;0.227595;0.00334052;0.000138163;6.75048e-005;0.016039;0.000125637;-0.157605;-0.0376538;7.08741e-005;0.00241721;2243;0.0013881;9.87329e-005;0.00242109;-0.0112629;2243;-0.0523512;-0.0156297;0.04212;519.523;778.134;195.779;198.844;1700.33;-0.124419;-1.2395;-0.00320162;-0.154417;0.000210914;-0.000112181;-1.83485;-0.0378127;0.04212;0.00242109;0.227595;7.08741e-005;-3.36297;0.0308543;-0.0621819;0;0;0;0;0;0;0;1.09581;1.11514;0.345335;-0.381;2.55857;0;0;2.55857;0;0;1.31073;1.28315;0.0541225;-0.381;0.478141;0;0;0.478141;0;0;1.20329;0.946947;0.0542311;-0.381;-1.46731;0;0;-1.46731;0;0;1.33776;1.07458;0.910943;1.43169;1.7678;1.31955;0.363;0.532612;0.925402;0;2.10341;0.925402;-1.5708;1.4964;2.15792;0.282694;1.53691;1.98461;1.19434;0.363;1.75866;0.901879;0;-2.95373;0.901879;-1.5708;1.50056;2.15795;0.0326936;1.53695;1.98438;-0.885671;0.363;4.5256;0.898417;0;-0.186793;0.898417;-1.5708;1.3397;1.07473;-0.595798;1.43191;1.76754;-1.01083;0.363;5.74346;0.923752;0;1.03107;0.923752;-1.5708;1.46483;0.859222;-0.470822;1.41097;-0.0336863;0.0293749;0.363;2.63096;0.797229;0;-2.08143;0.797229;-1.5708;1.46666;0.859099;0.785919;1.41079;-0.0336582;0.279745;0.363;3.65738;0.795774;0;-1.05501;0.795774;-1.5708;2.10341;0.925402;-1.5708;-2.95373;0.901879;-1.5708;-0.186793;0.898417;-1.5708;1.03107;0.923752;-1.5708;-2.08143;0.797229;-1.5708;-1.05501;0.795774;-1.5708;-0.000112181;0;0;-1.572;0.096751;1.57209;1.36392;0.124419;1.2395;-9.87329e-005;-0.000210914;0.000112181;0.157605;0.00320162;0.154417;0.200356;0.948639;-0.381;2.44688;0.657229;-0.381;1.07125;-1.14262;-0.381
2245;11.22;-0.728286;0.0159226;0.206669;-3.40268;0.0978925;-1.37313;-1.85167;0.228316;0.0033634;0.000138477;6.23584e-005;0.0161968;0.000125966;-0.157793;-0.0374756;6.57909e-005;0.00242547;2244;0.00139484;0.000110879;0.00242919;-0.0112893;2244;-0.0522139;-0.0154198;0.0418098;537.913;783.881;206.889;197.311;1734.04;-0.125772;-1.24736;-0.00318973;-0.154617;0.000217321;-0.000106442;-1.85161;-0.0376577;0.0418098;0.00242919;0.228316;6.57909e-005;-3.35205;0.0310123;-0.0620446;0;0;0;0;0;0;0;1.09468;1.12165;0.345546;-0.381;2.5579;0;0;2.5579;0;0;1.31193;1.28966;0.0543337;-0.381;0.477664;0;0;0.477664;0;0;1.20344;0.953456;0.0544425;-0.381;-1.46618;0;0;-1.46618;0;0;1.33695;1.08382;0.911128;1.43157;1.77565;1.31975;0.363;0.533505;0.926054;0;2.1043;0.926054;-1.5708;1.49742;2.16705;0.282892;1.53803;1.99247;1.19454;0.363;1.76;0.902214;0;-2.95239;0.902214;-1.5708;1.50158;2.16708;0.0328921;1.53807;1.99225;-0.885467;0.363;4.52427;0.898761;0;-0.188119;0.898761;-1.5708;1.33888;1.08399;-0.595613;1.43179;1.77541;-1.01063;0.363;5.74259;0.924414;0;1.0302;0.924414;-1.5708;1.46544;0.868502;-0.47064;1.41061;-0.025823;0.0295675;0.363;2.63163;0.796449;0;-2.08076;0.796449;-1.5708;1.46725;0.868364;0.786101;1.41042;-0.0257963;0.279938;0.363;3.6567;0.795007;0;-1.05569;0.795007;-1.5708;2.1043;0.926054;-1.5708;-2.95239;0.902214;-1.5708;-0.188119;0.898761;-1.5708;1.0302;0.924414;-1.5708;-2.08076;0.796449;-1.5708;-1.05569;0.795007;-1.5708;-0.000106442;0;0;-1.57197;0.0978925;1.57208;1.37313;0.125772;1.24736;-0.000110879;-0.000217321;0.000106442;0.157793;0.00318973;0.154617;0.208214;0.948833;-0.381;2.45474;0.657436;-0.381;1.07912;-1.14242;-0.381
2246;11.225;-0.731848;0.0159446;0.207184;-3.40098;0.0990376;-1.38243;-1.86838;0.229025;0.00337261;0.000138768;5.84386e-005;0.0162861;0.000126276;-0.157981;-0.0372954;6.19295e-005;0.00243399;2245;0.00140188;0.000123067;0.0024376;-0.0113185;2245;-0.0520956;-0.0152116;0.0415001;544.426;801.122;203.824;204.974;1764.31;-0.127124;-1.25531;-0.00317775;-0.154816;0.000223683;-0.000100617;-1.86832;-0.0375022;0.0415001;0.0024376;0.229025;6.19295e-005;-3.34083;0.0310851;-0.061931;0;0;0;0;0;0;0;1.09354;1.12825;0.345757;-0.381;2.55723;0;0;2.55723;0;0;1.31313;1.29625;0.0545442;-0.381;0.477189;0;0;0.477189;0;0;1.20359;0.960051;0.0546533;-0.381;-1.46506;0;0;-1.46506;0;0;1.33614;1.09314;0.911312;1.43144;1.7836;1.31995;0.363;0.534401;0.926705;0;2.1052;0.926705;-1.5708;1.49845;2.17626;0.28309;1.53915;2.00041;1.19475;0.363;1.76134;0.902547;0;-2.95105;0.902547;-1.5708;1.50259;2.17629;0.0330898;1.53918;2.0002;-0.885263;0.363;4.52295;0.899104;0;-0.189442;0.899104;-1.5708;1.33806;1.09333;-0.595429;1.43166;1.78336;-1.01043;0.363;5.74173;0.925074;0;1.02934;0.925074;-1.5708;1.46604;0.877866;-0.470458;1.41024;-0.0178746;0.0297594;0.363;2.63229;0.795668;0;-2.0801;0.795668;-1.5708;1.46784;0.877713;0.786283;1.41005;-0.0178494;0.280129;0.363;3.65602;0.794239;0;-1.05637;0.794239;-1.5708;2.1052;0.926705;-1.5708;-2.95105;0.902547;-1.5708;-0.189442;0.899104;-1.5708;1.02934;0.925074;-1.5708;-2.0801;0.795668;-1.5708;-1.05637;0.794239;-1.5708;-0.000100617;0;0;-1.57195;0.0990377;1.57207;1.38243;0.127124;1.25531;-0.000123067;-0.000223683;0.000100617;0.157981;0.00317775;0.154816;0.216157;0.949026;-0.381;2.46269;0.657642;-0.381;1.08708;-1.14222;-0.381
2247;11.23;-0.735371;0.0159663;0.207686;-3.39907;0.100186;-1.39182;-1.88503;0.229723;0.00338855;0.000139046;5.49065e-005;0.01638;0.000126568;-0.158168;-0.0371148;5.84522e-005;0.0024427;2246;0.00140906;0.000135298;0.00244616;-0.0113513;2246;-0.0520005;-0.0150048;0.0411909;615.305;814.532;208.039;207.656;1853.58;-0.128475;-1.26334;-0.00316568;-0.155015;0.000230005;-9.47071e-005;-1.88496;-0.0373464;0.0411909;0.00244616;0.229723;5.84522e-005;-3.32931;0.0311642;-0.0618462;0;0;0;0;0;0;0;1.09241;1.13493;0.345967;-0.381;2.55657;0;0;2.55657;0;0;1.31432;1.30293;0.0547542;-0.381;0.476715;0;0;0.476715;0;0;1.20375;0.966733;0.0548634;-0.381;-1.46394;0;0;-1.46394;0;0;1.33533;1.10255;0.911496;1.43131;1.79162;1.32015;0.363;0.535299;0.927355;0;2.1061;0.927355;-1.5708;1.49948;2.18555;0.283287;1.54027;2.00844;1.19495;0.363;1.76268;0.902881;0;-2.94971;0.902881;-1.5708;1.50361;2.18558;0.0332868;1.5403;2.00824;-0.88506;0.363;4.52163;0.899446;0;-0.190761;0.899446;-1.5708;1.33724;1.10275;-0.595245;1.43154;1.7914;-1.01022;0.363;5.74086;0.925732;0;1.02847;0.925732;-1.5708;1.46665;0.887315;-0.470277;1.40987;-0.00984131;0.0299505;0.363;2.63296;0.794886;0;-2.07943;0.794886;-1.5708;1.46842;0.887146;0.786464;1.40968;-0.0098176;0.28032;0.363;3.65534;0.793471;0;-1.05705;0.793471;-1.5708;2.1061;0.927355;-1.5708;-2.94971;0.902881;-1.5708;-0.190761;0.899446;-1.5708;1.02847;0.925732;-1.5708;-2.07943;0.794886;-1.5708;-1.05705;0.793471;-1.5708;-9.47071e-005;0;0;-1.57193;0.100186;1.57206;1.39182;0.128475;1.26334;-0.000135298;-0.000230005;9.47071e-005;0.158168;0.00316568;0.155015;0.224185;0.949218;-0.381;2.47072;0.657848;-0.381;1.09512;-1.14202;-0.381
2248;11.235;-0.738854;0.0159876;0.208176;-3.39694;0.101338;-1.40128;-1.90161;0.230408;0.00339324;0.000139312;5.17949e-005;0.0164436;0.000126845;-0.158355;-0.0369333;5.5392e-005;0.00245142;2247;0.0014163;0.000147572;0.00245478;-0.0113869;2247;-0.0519254;-0.0147997;0.0408819;548.257;788.479;201.143;192.714;1739.02;-0.129824;-1.27146;-0.00315353;-0.155213;0.000236287;-8.87151e-005;-1.90155;-0.0371904;0.0408819;0.00245478;0.230408;5.5392e-005;-3.31748;0.0312058;-0.0617865;0;0;0;0;0;0;0;1.09128;1.1417;0.346176;-0.381;2.5559;0;0;2.5559;0;0;1.31552;1.3097;0.0549635;-0.381;0.476243;0;0;0.476243;0;0;1.20391;0.973501;0.0550728;-0.381;-1.46282;0;0;-1.46282;0;0;1.33452;1.11204;0.911678;1.43119;1.79973;1.32036;0.363;0.536199;0.928003;0;2.107;0.928003;-1.5708;1.50052;2.19492;0.283483;1.54139;2.01655;1.19515;0.363;1.76401;0.903213;0;-2.94838;0.903213;-1.5708;1.50464;2.19496;0.0334831;1.54142;2.01636;-0.884858;0.363;4.52031;0.899788;0;-0.192076;0.899788;-1.5708;1.33642;1.11226;-0.595062;1.43141;1.79953;-1.01002;0.363;5.73999;0.92639;0;1.0276;0.92639;-1.5708;1.46725;0.896848;-0.470097;1.40949;-0.00172317;0.0301407;0.363;2.63362;0.794103;0;-2.07877;0.794103;-1.5708;1.46901;0.896664;0.786644;1.4093;-0.00170096;0.280511;0.363;3.65466;0.792701;0;-1.05773;0.792701;-1.5708;2.107;0.928003;-1.5708;-2.94838;0.903213;-1.5708;-0.192076;0.899788;-1.5708;1.0276;0.92639;-1.5708;-2.07877;0.794103;-1.5708;-1.05773;0.792701;-1.5708;-8.87151e-005;0;0;-1.5719;0.101338;1.57204;1.40128;0.129824;1.27146;-0.000147572;-0.000236287;8.87151e-005;0.158355;0.00315353;0.155213;0.232297;0.94941;-0.381;2.47883;0.658053;-0.381;1.10324;-1.14182;-0.381
2249;11.24;-0.742298;0.0160085;0.208653;-3.39461;0.102494;-1.41083;-1.91814;0.23108;0.00340427;0.000139572;4.94956e-005;0.016494;0.000127111;-0.15854;-0.0367513;5.31413e-005;0.00246008;2248;0.00142344;0.000159888;0.00246331;-0.011426;2248;-0.0518703;-0.014596;0.0405732;527.185;771.621;195.779;190.798;1692.66;-0.131171;-1.27966;-0.00314129;-0.15541;0.00024253;-8.26422e-005;-1.91808;-0.0370342;0.0405732;0.00246331;0.23108;5.31413e-005;-3.30536;0.0312311;-0.0617516;0;0;0;0;0;0;0;1.09015;1.14855;0.346385;-0.381;2.55523;0;0;2.55523;0;0;1.31671;1.31656;0.0551721;-0.381;0.475772;0;0;0.475772;0;0;1.20407;0.980356;0.0552815;-0.381;-1.4617;0;0;-1.4617;0;0;1.33372;1.12162;0.91186;1.43105;1.80793;1.32056;0.363;0.5371;0.928649;0;2.1079;0.928649;-1.5708;1.50155;2.20437;0.283679;1.54251;2.02474;1.19535;0.363;1.76534;0.903545;0;-2.94705;0.903545;-1.5708;1.50566;2.20441;0.0336786;1.54254;2.02457;-0.884656;0.363;4.519;0.90013;0;-0.193386;0.90013;-1.5708;1.3356;1.12185;-0.594881;1.43128;1.80773;-1.00982;0.363;5.73911;0.927046;0;1.02672;0.927046;-1.5708;1.46785;0.906464;-0.469918;1.40911;0.0064797;0.0303301;0.363;2.63428;0.793319;0;-2.07811;0.793319;-1.5708;1.46959;0.906265;0.786823;1.40892;0.0065004;0.2807;0.363;3.65399;0.791931;0;-1.0584;0.791931;-1.5708;2.1079;0.928649;-1.5708;-2.94705;0.903545;-1.5708;-0.193386;0.90013;-1.5708;1.02672;0.927046;-1.5708;-2.07811;0.793319;-1.5708;-1.0584;0.791931;-1.5708;-8.26422e-005;0;0;-1.57188;0.102494;1.57203;1.41083;0.131171;1.27966;-0.000159888;-0.00024253;8.26422e-005;0.15854;0.00314129;0.15541;0.240494;0.949601;-0.381;2.48703;0.658257;-0.381;1.11145;-1.14163;-0.381
2250;11.245;-0.745703;0.0160291;0.209116;-3.39206;0.103652;-1.42046;-1.93461;0.231739;0.00340581;0.000139825;4.79687e-005;0.016538;0.000127369;-0.158725;-0.0365688;5.16608e-005;0.00246853;2249;0.0014304;0.000172246;0.00247166;-0.0114677;2249;-0.0518338;-0.0143939;0.0402645;550.556;796.141;206.506;201.143;1910.66;-0.132516;-1.28795;-0.00312898;-0.155606;0.000248736;-7.64901e-005;-1.93454;-0.036878;0.0402645;0.00247166;0.231739;5.16608e-005;-3.29295;0.031249;-0.0617399;0;0;0;0;0;0;0;1.08903;1.15549;0.346593;-0.381;2.55457;0;0;2.55457;0;0;1.3179;1.3235;0.0553801;-0.381;0.475303;0;0;0.475303;0;0;1.20423;0.987298;0.0554895;-0.381;-1.46059;0;0;-1.46059;0;0;1.33291;1.13127;0.912042;1.43092;1.81621;1.32076;0.363;0.538004;0.929294;0;2.1088;0.929294;-1.5708;1.50258;2.21391;0.283873;1.54363;2.03302;1.19555;0.363;1.76666;0.903877;0;-2.94573;0.903877;-1.5708;1.50668;2.21395;0.0338733;1.54367;2.03286;-0.884455;0.363;4.5177;0.900471;0;-0.194693;0.900471;-1.5708;1.33478;1.13153;-0.594699;1.43115;1.81603;-1.00962;0.363;5.73824;0.927701;0;1.02585;0.927701;-1.5708;1.46844;0.916164;-0.46974;1.40873;0.0147672;0.0305186;0.363;2.63493;0.792536;0;-2.07746;0.792536;-1.5708;1.47017;0.915949;0.787001;1.40854;0.0147863;0.280889;0.363;3.65331;0.79116;0;-1.05907;0.79116;-1.5708;2.1088;0.929294;-1.5708;-2.94573;0.903877;-1.5708;-0.194693;0.900471;-1.5708;1.02585;0.927701;-1.5708;-2.07746;0.792536;-1.5708;-1.05907;0.79116;-1.5708;-7.64901e-005;0;0;-1.57186;0.103652;1.57202;1.42046;0.132516;1.28795;-0.000172246;-0.000248736;7.64901e-005;0.158725;0.00312898;0.155606;0.248776;0.949791;-0.381;2.49532;0.658461;-0.381;1.11975;-1.14143;-0.381
2251;11.25;-0.749069;0.0160493;0.209564;-3.38931;0.104814;-1.43018;-1.95101;0.232385;0.00341186;0.000140078;4.69752e-005;0.0165494;0.000127623;-0.158909;-0.0363857;5.07123e-005;0.00247669;2250;0.00143704;0.000184645;0.0024797;-0.0115124;2250;-0.0518119;-0.0141934;0.0399558;540.211;788.479;199.227;200.376;1737.11;-0.133858;-1.29632;-0.00311658;-0.155802;0.000254905;-7.02602e-005;-1.95094;-0.0367219;0.0399558;0.0024797;0.232385;5.07123e-005;-3.28023;0.0312263;-0.0617464;0;0;0;0;0;0;0;1.08791;1.16252;0.3468;-0.381;2.5539;0;0;2.5539;0;0;1.31909;1.33053;0.0555875;-0.381;0.474835;0;0;0.474835;0;0;1.20439;0.994327;0.0556968;-0.381;-1.45947;0;0;-1.45947;0;0;1.3321;1.14101;0.912222;1.43078;1.82457;1.32095;0.363;0.538909;0.929938;0;2.10971;0.929938;-1.5708;1.50362;2.22352;0.284067;1.54475;2.04139;1.19575;0.363;1.76798;0.904208;0;-2.94441;0.904208;-1.5708;1.50771;2.22357;0.0340673;1.54479;2.04124;-0.884255;0.363;4.51639;0.900812;0;-0.195995;0.900812;-1.5708;1.33396;1.14129;-0.594519;1.43102;1.82441;-1.00942;0.363;5.73736;0.928353;0;1.02498;0.928353;-1.5708;1.46904;0.925947;-0.469562;1.40835;0.0231391;0.0307063;0.363;2.63559;0.791751;0;-2.0768;0.791751;-1.5708;1.47075;0.925716;0.787179;1.40815;0.0231567;0.281076;0.363;3.65265;0.790389;0;-1.05974;0.790389;-1.5708;2.10971;0.929938;-1.5708;-2.94441;0.904208;-1.5708;-0.195995;0.900812;-1.5708;1.02498;0.928353;-1.5708;-2.0768;0.791751;-1.5708;-1.05974;0.790389;-1.5708;-7.02602e-005;0;0;-1.57183;0.104814;1.57201;1.43018;0.133858;1.29632;-0.000184645;-0.000254905;7.02602e-005;0.158909;0.00311658;0.155802;0.257143;0.94998;-0.381;2.50368;0.658664;-0.381;1.12813;-1.14124;-0.381
2252;11.255;-0.752398;0.0160692;0.209998;-3.38636;0.105979;-1.43997;-1.96735;0.233016;0.00341861;0.000140329;4.64899e-005;0.0166251;0.000127874;-0.159092;-0.0362025;5.0271e-005;0.00248467;2251;0.00144351;0.000197083;0.00248758;-0.0115598;2251;-0.051808;-0.0139944;0.0396469;527.568;768.939;200.376;193.863;1698.41;-0.135199;-1.30477;-0.00310412;-0.155997;0.000261037;-6.39541e-005;-1.96728;-0.0365654;0.0396469;0.00248758;0.233016;5.0271e-005;-3.26723;0.0312844;-0.0617754;0;0;0;0;0;0;0;1.08678;1.16964;0.347007;-0.381;2.55323;0;0;2.55323;0;0;1.32028;1.33764;0.0557941;-0.381;0.474369;0;0;0.474369;0;0;1.20455;1.00144;0.0559034;-0.381;-1.45836;0;0;-1.45836;0;0;1.33129;1.15083;0.912401;1.43065;1.83302;1.32115;0.363;0.539816;0.930579;0;2.11061;0.930579;-1.5708;1.50466;2.23322;0.284261;1.54587;2.04984;1.19595;0.363;1.76929;0.904538;0;-2.9431;0.904538;-1.5708;1.50873;2.23327;0.0342606;1.54591;2.0497;-0.884055;0.363;4.5151;0.901152;0;-0.197292;0.901152;-1.5708;1.33314;1.15113;-0.594339;1.43088;1.83287;-1.00923;0.363;5.73649;0.929005;0;1.0241;0.929005;-1.5708;1.46963;0.935812;-0.469385;1.40796;0.0315954;0.0308932;0.363;2.63624;0.790966;0;-2.07615;0.790966;-1.5708;1.47132;0.935566;0.787356;1.40776;0.0316114;0.281263;0.363;3.65198;0.789617;0;-1.06041;0.789617;-1.5708;2.11061;0.930579;-1.5708;-2.9431;0.904538;-1.5708;-0.197292;0.901152;-1.5708;1.0241;0.929005;-1.5708;-2.07615;0.790966;-1.5708;-1.06041;0.789617;-1.5708;-6.39541e-005;0;0;-1.57181;0.105979;1.572;1.43997;0.135199;1.30477;-0.000197083;-0.000261037;6.39541e-005;0.159092;0.00310412;0.155997;0.265593;0.950168;-0.381;2.51214;0.658867;-0.381;1.13659;-1.14105;-0.381
2253;11.26;-0.755688;0.0160889;0.210418;-3.3832;0.107148;-1.44985;-1.98362;0.233633;0.00342238;0.000140578;4.62531e-005;0.0166318;0.000128125;-0.159275;-0.0360181;5.00778e-005;0.00249245;2252;0.00144976;0.000209559;0.00249524;-0.0116096;2252;-0.0518142;-0.0137969;0.0393378;522.588;774.686;195.013;190.798;1691.13;-0.136536;-1.31331;-0.00309158;-0.156191;0.000267132;-5.75734e-005;-1.98355;-0.0364092;0.0393378;0.00249524;0.233633;5.00778e-005;-3.25394;0.0312565;-0.0618171;0;0;0;0;0;0;0;1.08567;1.17684;0.347212;-0.381;2.55257;0;0;2.55257;0;0;1.32146;1.34484;0.0560001;-0.381;0.473906;0;0;0.473906;0;0;1.20472;1.00864;0.0561093;-0.381;-1.45725;0;0;-1.45725;0;0;1.33048;1.16074;0.91258;1.43051;1.84155;1.32135;0.363;0.540724;0.931219;0;2.11152;0.931219;-1.5708;1.5057;2.243;0.284453;1.547;2.05837;1.19615;0.363;1.7706;0.904868;0;-2.94179;0.904868;-1.5708;1.50976;2.24305;0.0344531;1.54704;2.05825;-0.883856;0.363;4.5138;0.901491;0;-0.198584;0.901491;-1.5708;1.33232;1.16105;-0.594161;1.43074;1.84142;-1.00903;0.363;5.73561;0.929654;0;1.02322;0.929654;-1.5708;1.47023;0.94576;-0.469209;1.40757;0.0401358;0.0310793;0.363;2.63689;0.790181;0;-2.0755;0.790181;-1.5708;1.4719;0.945499;0.787532;1.40737;0.0401502;0.281449;0.363;3.65131;0.788845;0;-1.06108;0.788845;-1.5708;2.11152;0.931219;-1.5708;-2.94179;0.904868;-1.5708;-0.198584;0.901491;-1.5708;1.02322;0.929654;-1.5708;-2.0755;0.790181;-1.5708;-1.06108;0.788845;-1.5708;-5.75734e-005;0;0;-1.57178;0.107148;1.57199;1.44985;0.136536;1.31331;-0.000209559;-0.000267132;5.75734e-005;0.159275;0.00309158;0.156191;0.274128;0.950356;-0.381;2.52067;0.659069;-0.381;1.14514;-1.14085;-0.381
