FRAME;time.TIME;in_chassis_acceleration.longitudinal;in_chassis_velocity.pitch;cueing_velocity.pitch;cueing_acceleration.longitudinal;cueing_position.pitch;cueing_position.longitudinal;OUT5_XY;OUT6_XY;in_chassis_acceleration.lateral;in_chassis_velocity.roll;cueing_velocity.roll;cueing_acceleration.lateral;cueing_position.roll;cueing_position.lateral;OUT5_XY;OUT6_XY;chassis_velocity.yaw;IN2_ZA;in_cueing_velocity.yaw;cueing_position.yaw;OUT3_ZA;in_chassis_acceleration.vertical;IN2_ZV;cueing_acceleration.vertical;cueing_position.vertical;OUT3_ZV;CYCLE_MICROSECS_YX;CYCLE_MICROSECS_XY;CYCLE_MICROSECS_ZA;CYCLE_MICROSECS_ZV;TOT_TIME;cueing_position.longitudinalHP;cueing_position.longitudinalLP;cueing_position.lateralHP;cueing_position.lateralLP;cueing_position.yawHP;cueing_position.yawLP;actual_velocity.x;actual_velocity.y;actual_velocity.z;actual_velocity.yaw;actual_velocity.pitch;actual_velocity.roll;actual_acc.x;actual_acc.y;actual_acc.z;actual_acc.yaw;actual_acc.pitch;actual_acc.roll;status_xy;status_yx;status_za;status_zv;actT1_lenght;actT1_pos.X;actT1_pos.Y;actT1_pos.Z;actT1_pos.YAW;actT1_pos.PITCH;actT1_pos.ROLL;actT1_pos.PSI;actT1_pos.THETA;actT1_pos.PHI;actT2_lenght;actT2_pos.X;actT2_pos.Y;actT2_pos.Z;actT2_pos.YAW;actT2_pos.PITCH;actT2_pos.ROLL;actT2_pos.PSI;actT2_pos.THETA;actT2_pos.PHI;actT3_lenght;actT3_pos.X;actT3_pos.Y;actT3_pos.Z;actT3_pos.YAW;actT3_pos.PITCH;actT3_pos.ROLL;actT3_pos.PSI;actT3_pos.THETA;actT3_pos.PHI;actH1_lenght;actH1_pos.Xtop;actH1_pos.Ytop;actH1_pos.Ztop;actH1_pos.Xbottom;actH1_pos.Ybottom;actH1_pos.Zbottom;actH1_pos.YAW;actH1_pos.PITCH;actH1_pos.ROLL;actH1_pos.PSI;actH1_pos.THETA;actH1_pos.PHI;actH2_lenght;actH2_pos.Xtop;actH2_pos.Ytop;actH2_pos.Ztop;actH2_pos.Xbottom;actH2_pos.Ybottom;actH2_pos.Zbottom;actH2_pos.YAW;actH2_pos.PITCH;actH2_pos.ROLL;actH2_pos.PSI;actH2_pos.THETA;actH2_pos.PHI;actH3_lenght;actH3_pos.Xtop;actH3_pos.Ytop;actH3_pos.Ztop;actH3_pos.Xbottom;actH3_pos.Ybottom;actH3_pos.Zbottom;actH3_pos.YAW;actH3_pos.PITCH;actH3_pos.ROLL;actH3_pos.PSI;actH3_pos.THETA;actH3_pos.PHI;actH4_lenght;actH4_pos.Xtop;actH4_pos.Ytop;actH4_pos.Ztop;actH4_pos.Xbottom;actH4_pos.Ybottom;actH4_pos.Zbottom;actH4_pos.YAW;actH4_pos.PITCH;actH4_pos.ROLL;actH4_pos.PSI;actH4_pos.THETA;actH4_pos.PHI;actH5_lenght;actH5_pos.Xtop;actH5_pos.Ytop;actH5_pos.Ztop;actH5_pos.Xbottom;actH5_pos.Ybottom;actH5_pos.Zbottom;actH5_pos.YAW;actH5_pos.PITCH;actH5_pos.ROLL;actH5_pos.PSI;actH5_pos.THETA;actH5_pos.PHI;actH6_lenght;actH6_pos.Xtop;actH6_pos.Ytop;actH6_pos.Ztop;actH6_pos.Xbottom;actH6_pos.Ybottom;actH6_pos.Zbottom;actH6_pos.YAW;actH6_pos.PITCH;actH6_pos.ROLL;actH6_pos.PSI;actH6_pos.THETA;actH6_pos.PHI;actH1_pos.PSIs;actH1_pos.THETAs;actH1_pos.PHIs;actH2_pos.PSIs;actH2_pos.THETAs;actH2_pos.PHIs;actH3_pos.PSIs;actH3_pos.THETAs;actH3_pos.PHIs;actH4_pos.PSIs;actH4_pos.THETAs;actH4_pos.PHIs;actH5_pos.PSIs;actH5_pos.THETAs;actH5_pos.PHIs;actH6_pos.PSIs;actH6_pos.THETAs;actH6_pos.PHIs;TripFrame.PSI;TripFrame.THETA;TripFrame.PHI;HexFrame.PSI;HexFrame.THETA;HexFrame.PHI;cueing_position.longitudinalinv;cueing_position.longitudinalHPinv;cueing_position.longitudinalLPinv;cueing_position.yawinv;cueing_position.yawHPinv;cueing_position.yawLPinv;cueing_position.lateralinv;cueing_position.lateralHPinv;cueing_position.lateralLPinv;actT1_pos.Xextern;actT1_pos.Yextern;actT1_pos.Zextern;actT2_pos.Xextern;actT2_pos.Yextern;actT2_pos.Zextern;actT3_pos.Xextern;actT3_pos.Yextern;actT3_pos.Zextern
788;3.935;-0.0425449;0.00948035;0.104471;-0.782722;-0.12658;4.87855;0.541791;0.0939998;-0.000264359;-3.25061e-005;0.000192766;-0.00223441;-3.35511e-005;-0.000765589;-6.32154e-005;0.000186313;-2.09258e-005;787;-2.09632e-005;-1.2804e-006;-2.12393e-005;-0.00534917;787;-0.0571208;-0.0185356;0.0281599;536.38;806.869;205.74;198.078;1755.88;0.0555728;4.82297;-7.39583e-006;-0.000758299;-3.17608e-006;1.89569e-006;0.541916;-6.45177e-005;0.0281599;-2.12393e-005;0.0939998;0.000186313;-1.85387;-0.00244636;-0.0683438;0;0;0;0;0;0;0;1.24844;-4.7674;0.194856;-0.381;2.64025;0;0;2.64025;0;0;1.15221;-4.5993;-0.0963007;-0.381;0.547724;0;0;0.547724;0;0;1.20128;-4.9355;-0.0963024;-0.381;-1.61707;0;0;-1.61707;0;0;1.48609;-5.16684;0.754135;1.49368;-4.2948;1.16595;0.363;0.441197;0.864606;0;2.01199;0.864606;-1.5708;1.35051;-4.08718;0.125768;1.35626;-4.07798;1.04076;0.363;1.56074;0.826363;0;3.13154;0.826363;-1.5708;1.35051;-4.08718;-0.124232;1.35625;-4.07797;-1.03924;0.363;4.72245;0.82635;0;0.0100616;0.82635;-1.5708;1.48606;-5.16684;-0.752606;1.49363;-4.2948;-1.16443;0.363;5.84198;0.864579;0;1.12959;0.864579;-1.5708;1.45073;-5.38162;-0.627606;1.52096;-6.09614;-0.124429;0.363;2.52805;0.924292;0;-2.18434;0.924292;-1.5708;1.45077;-5.38161;0.629135;1.52101;-6.09614;0.125941;0.363;3.75515;0.924304;0;-0.957235;0.924304;-1.5708;2.01199;0.864606;-1.5708;3.13154;0.826363;-1.5708;0.0100616;0.82635;-1.5708;1.12959;0.864579;-1.5708;-2.18434;0.924292;-1.5708;-0.957235;0.924304;-1.5708;1.89569e-006;0;0;1.57053;0.12658;-1.57053;-4.87855;-0.0555728;-4.82297;1.2804e-006;3.17608e-006;-1.89569e-006;0.000765589;7.39583e-006;0.000758299;-5.8622;0.794862;-0.381;-3.61564;0.503708;-0.381;-4.99107;-1.29629;-0.381
789;3.94;-0.0442643;0.00947195;0.101493;-0.773804;-0.126124;4.88123;0.532646;0.0911191;-0.000277549;-3.12921e-005;0.000223963;-0.0023285;-3.24626e-005;-0.000765944;-7.60675e-005;0.00021769;-1.49515e-005;788;-1.49471e-005;-1.35661e-006;-1.52428e-005;-0.00596761;788;-0.0612898;-0.0183957;0.027792;535.997;810.317;209.571;205.357;1769.67;0.054791;4.82644;-7.28927e-006;-0.000758754;-3.16511e-006;1.8085e-006;0.532722;-7.73897e-005;0.027792;-1.52428e-005;0.0911191;0.00021769;-1.83878;-0.00257439;-0.0735923;0;0;0;0;0;0;0;1.24775;-4.77165;0.194857;-0.381;2.63995;0;0;2.63995;0;0;1.15288;-4.60355;-0.0963002;-0.381;0.547371;0;0;0.547371;0;0;1.20124;-4.93975;-0.0963019;-0.381;-1.61642;0;0;-1.61642;0;0;1.48565;-5.16954;0.754136;1.49369;-4.29827;1.16595;0.363;0.441536;0.864963;0;2.01233;0.864963;-1.5708;1.35087;-4.08982;0.125768;1.35676;-4.08144;1.04076;0.363;1.56164;0.826618;0;3.13244;0.826618;-1.5708;1.35087;-4.08982;-0.124232;1.35675;-4.08144;-1.03924;0.363;4.72155;0.826605;0;0.00915724;0.826605;-1.5708;1.48562;-5.16955;-0.752605;1.49364;-4.29827;-1.16443;0.363;5.84164;0.864937;0;1.12925;0.864937;-1.5708;1.45103;-5.38433;-0.627606;1.52088;-6.09961;-0.124429;0.363;2.52854;0.923917;0;-2.18385;0.923917;-1.5708;1.45107;-5.38433;0.629135;1.52092;-6.09961;0.125941;0.363;3.75466;0.923928;0;-0.957731;0.923928;-1.5708;2.01233;0.864963;-1.5708;3.13244;0.826618;-1.5708;0.00915724;0.826605;-1.5708;1.12925;0.864937;-1.5708;-2.18385;0.923917;-1.5708;-0.957731;0.923928;-1.5708;1.8085e-006;0;0;1.57054;0.126124;-1.57054;-4.88123;-0.054791;-4.82644;1.35661e-006;3.16511e-006;-1.8085e-006;0.000765944;7.28927e-006;0.000758754;-5.86567;0.794862;-0.381;-3.61911;0.503708;-0.381;-4.99454;-1.29629;-0.381
790;3.945;-0.0458038;0.00945556;0.0991471;-0.771857;-0.12568;4.88387;0.523528;0.0888678;-0.000287369;-2.99724e-005;0.00024969;-0.00239095;-3.12445e-005;-0.000766364;-8.95514e-005;0.000243626;-9.31347e-006;789;-9.29389e-006;-1.40463e-006;-9.6036e-006;-0.00659516;789;-0.0657221;-0.0182577;0.0273961;543.277;801.888;200.376;195.012;1748.98;0.0540125;4.82986;-7.25252e-006;-0.000759205;-3.12729e-006;1.72266e-006;0.523559;-9.07122e-005;0.0273961;-9.6036e-006;0.0888678;0.000243626;-1.83255;-0.0026645;-0.0791724;0;0;0;0;0;0;0;1.24707;-4.77585;0.194857;-0.381;2.63965;0;0;2.63965;0;0;1.15354;-4.60775;-0.0962997;-0.381;0.547019;0;0;0.547019;0;0;1.20121;-4.94395;-0.0963014;-0.381;-1.61578;0;0;-1.61578;0;0;1.48521;-5.1722;0.754136;1.49369;-4.30169;1.16595;0.363;0.441874;0.86532;0;2.01267;0.86532;-1.5708;1.35122;-4.09242;0.125768;1.35725;-4.08486;1.04076;0.363;1.56254;0.826867;0;3.13334;0.826867;-1.5708;1.35123;-4.09242;-0.124232;1.35724;-4.08486;-1.03924;0.363;4.72065;0.826855;0;0.00825767;0.826855;-1.5708;1.48518;-5.1722;-0.752605;1.49365;-4.30169;-1.16443;0.363;5.8413;0.865295;0;1.12891;0.865295;-1.5708;1.45133;-5.387;-0.627605;1.52079;-6.10303;-0.124428;0.363;2.52903;0.923544;0;-2.18335;0.923544;-1.5708;1.45137;-5.387;0.629136;1.52083;-6.10303;0.125942;0.363;3.75416;0.923554;0;-0.958224;0.923554;-1.5708;2.01267;0.86532;-1.5708;3.13334;0.826867;-1.5708;0.00825767;0.826855;-1.5708;1.12891;0.865295;-1.5708;-2.18335;0.923544;-1.5708;-0.958224;0.923554;-1.5708;1.72266e-006;0;0;1.57055;0.12568;-1.57055;-4.88387;-0.0540125;-4.82986;1.40463e-006;3.12729e-006;-1.72266e-006;0.000766364;7.25252e-006;0.000759205;-5.86909;0.794863;-0.381;-3.62253;0.503709;-0.381;-4.99796;-1.29629;-0.381
791;3.95;-0.047038;0.0094325;0.0973722;-0.775696;-0.125244;4.88647;0.514396;0.087185;-0.000292077;-2.85698e-005;0.000270406;-0.00241985;-2.99216e-005;-0.000766852;-0.000103312;0.000264575;-4.02582e-006;790;-3.97364e-006;-1.42609e-006;-4.29206e-006;-0.00731133;790;-0.0704845;-0.0181218;0.0269703;555.536;794.226;207.656;198.844;1764.31;0.0532369;4.83323;-7.28307e-006;-0.000759656;-3.06482e-006;1.63873e-006;0.514391;-0.000104282;0.0269703;-4.29206e-006;0.087185;0.000264575;-1.83366;-0.00271403;-0.0851679;0;0;0;0;0;0;0;1.24639;-4.77999;0.194858;-0.381;2.63935;0;0;2.63935;0;0;1.15421;-4.61189;-0.0962993;-0.381;0.54667;0;0;0.54667;0;0;1.20117;-4.94809;-0.0963009;-0.381;-1.61513;0;0;-1.61513;0;0;1.48477;-5.17481;0.754137;1.4937;-4.30506;1.16595;0.363;0.442211;0.865677;0;2.01301;0.865677;-1.5708;1.35157;-4.09497;0.125769;1.35773;-4.08823;1.04077;0.363;1.56344;0.827112;0;3.13423;0.827112;-1.5708;1.35158;-4.09497;-0.124231;1.35772;-4.08823;-1.03924;0.363;4.71975;0.827099;0;0.00736246;0.827099;-1.5708;1.48474;-5.17481;-0.752604;1.49366;-4.30506;-1.16443;0.363;5.84097;0.865652;0;1.12858;0.865652;-1.5708;1.45163;-5.38962;-0.627605;1.52071;-6.1064;-0.124427;0.363;2.52953;0.923174;0;-2.18286;0.923174;-1.5708;1.45167;-5.38962;0.629136;1.52075;-6.1064;0.125943;0.363;3.75367;0.923183;0;-0.958715;0.923183;-1.5708;2.01301;0.865677;-1.5708;3.13423;0.827112;-1.5708;0.00736246;0.827099;-1.5708;1.12858;0.865652;-1.5708;-2.18286;0.923174;-1.5708;-0.958715;0.923183;-1.5708;1.63873e-006;0;0;1.57056;0.125244;-1.57056;-4.88647;-0.0532369;-4.83323;1.42609e-006;3.06482e-006;-1.63873e-006;0.000766852;7.28307e-006;0.000759656;-5.87246;0.794863;-0.381;-3.6259;0.503709;-0.381;-5.00133;-1.29629;-0.381
792;3.955;-0.0478805;0.00940393;0.0960825;-0.783884;-0.124814;4.88902;0.505222;0.0859858;-0.000297377;-2.71075e-005;0.000286482;-0.00244346;-2.85171e-005;-0.000767408;-0.000117132;0.000280904;9.50309e-007;791;1.00446e-006;-1.42268e-006;6.82308e-007;-0.00817156;791;-0.0766548;-0.0179881;0.0265056;542.51;781.966;206.123;191.181;1730.59;0.052464;4.83655;-7.37798e-006;-0.000760111;-2.97987e-006;1.5572e-006;0.505189;-0.000118072;0.0265056;6.82308e-007;0.0859858;0.000280904;-1.84029;-0.00275803;-0.0929264;0;0;0;0;0;0;0;1.24571;-4.78409;0.194858;-0.381;2.63905;0;0;2.63905;0;0;1.15487;-4.61599;-0.096299;-0.381;0.546322;0;0;0.546322;0;0;1.20114;-4.95219;-0.0963005;-0.381;-1.61449;0;0;-1.61449;0;0;1.48433;-5.17738;0.754137;1.49371;-4.30838;1.16595;0.363;0.442548;0.866031;0;2.01334;0.866031;-1.5708;1.35192;-4.09747;0.125769;1.3582;-4.09156;1.04077;0.363;1.56433;0.827352;0;3.13513;0.827352;-1.5708;1.35192;-4.09747;-0.124231;1.3582;-4.09155;-1.03924;0.363;4.71886;0.82734;0;0.00647105;0.82734;-1.5708;1.48431;-5.17738;-0.752604;1.49367;-4.30838;-1.16443;0.363;5.84063;0.866008;0;1.12824;0.866008;-1.5708;1.45194;-5.3922;-0.627604;1.52063;-6.10972;-0.124427;0.363;2.53001;0.922804;0;-2.18237;0.922804;-1.5708;1.45197;-5.3922;0.629137;1.52066;-6.10972;0.125943;0.363;3.75319;0.922813;0;-0.959204;0.922813;-1.5708;2.01334;0.866031;-1.5708;3.13513;0.827352;-1.5708;0.00647105;0.82734;-1.5708;1.12824;0.866008;-1.5708;-2.18237;0.922804;-1.5708;-0.959204;0.922813;-1.5708;1.5572e-006;0;0;1.57057;0.124814;-1.57057;-4.88902;-0.052464;-4.83655;1.42268e-006;2.97987e-006;-1.5572e-006;0.000767408;7.37798e-006;0.000760111;-5.87578;0.794864;-0.381;-3.62922;0.503709;-0.381;-5.00465;-1.29629;-0.381
793;3.96;-0.0482845;0.00937081;0.0951793;-0.794878;-0.124388;4.89152;0.495988;0.0851718;-0.000295822;-2.56041e-005;0.000298184;-0.00242854;-2.70527e-005;-0.000768032;-0.000131157;0.000292872;5.68462e-006;792;5.75315e-006;-1.39552e-006;5.43192e-006;-0.00920287;792;-0.0840499;-0.0178569;0.0259945;530.633;776.602;195.779;196.545;1707.22;0.0516936;4.83983;-7.53386e-006;-0.000760575;-2.87404e-006;1.47852e-006;0.495937;-0.000131846;0.0259945;5.43192e-006;0.0851718;0.000292872;-1.85049;-0.00275471;-0.10222;0;0;0;0;0;0;0;1.24504;-4.78813;0.194858;-0.381;2.63875;0;0;2.63875;0;0;1.15552;-4.62003;-0.0962988;-0.381;0.545976;0;0;0.545976;0;0;1.2011;-4.95623;-0.0963002;-0.381;-1.61385;0;0;-1.61385;0;0;1.4839;-5.17989;0.754138;1.49372;-4.31166;1.16595;0.363;0.442884;0.866385;0;2.01368;0.866385;-1.5708;1.35226;-4.09993;0.12577;1.35867;-4.09483;1.04077;0.363;1.56522;0.827589;0;3.13601;0.827589;-1.5708;1.35227;-4.09993;-0.12423;1.35867;-4.09483;-1.03924;0.363;4.71797;0.827577;0;0.00558282;0.827577;-1.5708;1.48387;-5.1799;-0.752603;1.49368;-4.31165;-1.16443;0.363;5.84029;0.866362;0;1.1279;0.866362;-1.5708;1.45224;-5.39473;-0.627603;1.52054;-6.11299;-0.124426;0.363;2.5305;0.922436;0;-2.18189;0.922436;-1.5708;1.45227;-5.39473;0.629138;1.52058;-6.113;0.125944;0.363;3.7527;0.922444;0;-0.959691;0.922444;-1.5708;2.01368;0.866385;-1.5708;3.13601;0.827589;-1.5708;0.00558282;0.827577;-1.5708;1.1279;0.866362;-1.5708;-2.18189;0.922436;-1.5708;-0.959691;0.922444;-1.5708;1.47852e-006;0;0;1.57058;0.124388;-1.57058;-4.89152;-0.0516936;-4.83983;1.39552e-006;2.87404e-006;-1.47852e-006;0.000768032;7.53386e-006;0.000760575;-5.87906;0.794864;-0.381;-3.6325;0.50371;-0.381;-5.00792;-1.29629;-0.381
794;3.965;-0.0482407;0.00933395;0.0945598;-0.807156;-0.123965;4.89398;0.486684;0.0846407;-0.000294986;-2.40807e-005;0.000305802;-0.00240156;-2.55489e-005;-0.000768726;-0.00014494;0.000300769;1.01609e-005;793;1.02252e-005;-1.34597e-006;9.90936e-006;-0.0104036;793;-0.0928635;-0.0177283;0.0254281;545.192;816.447;208.805;241.754;1825.22;0.0509251;4.84305;-7.74676e-006;-0.000761051;-2.74907e-006;1.4031e-006;0.486625;-0.000145531;0.0254281;9.90936e-006;0.0846407;0.000300769;-1.86234;-0.00273694;-0.11329;0;0;0;0;0;0;0;1.24437;-4.79213;0.194859;-0.381;2.63845;0;0;2.63845;0;0;1.15618;-4.62403;-0.0962985;-0.381;0.54563;0;0;0.54563;0;0;1.20107;-4.96023;-0.0962999;-0.381;-1.61321;0;0;-1.61321;0;0;1.48346;-5.18237;0.754139;1.49373;-4.31488;1.16595;0.363;0.44322;0.866737;0;2.01402;0.866737;-1.5708;1.3526;-4.10235;0.12577;1.35914;-4.09805;1.04077;0.363;1.5661;0.827823;0;3.1369;0.827823;-1.5708;1.3526;-4.10235;-0.12423;1.35913;-4.09805;-1.03924;0.363;4.71709;0.827811;0;0.00469715;0.827811;-1.5708;1.48344;-5.18237;-0.752602;1.49369;-4.31488;-1.16443;0.363;5.83996;0.866715;0;1.12757;0.866715;-1.5708;1.45254;-5.39721;-0.627603;1.52046;-6.11622;-0.124426;0.363;2.53099;0.922068;0;-2.1814;0.922068;-1.5708;1.45257;-5.39721;0.629138;1.52049;-6.11622;0.125944;0.363;3.75221;0.922075;0;-0.960175;0.922075;-1.5708;2.01402;0.866737;-1.5708;3.1369;0.827823;-1.5708;0.00469715;0.827811;-1.5708;1.12757;0.866715;-1.5708;-2.1814;0.922068;-1.5708;-0.960175;0.922075;-1.5708;1.4031e-006;0;0;1.57059;0.123965;-1.57059;-4.89398;-0.0509251;-4.84305;1.34597e-006;2.74907e-006;-1.4031e-006;0.000768726;7.74676e-006;0.000761051;-5.88228;0.794865;-0.381;-3.63572;0.50371;-0.381;-5.01115;-1.29629;-0.381
795;3.97;-0.0477719;0.009294;0.0941262;-0.819327;-0.123543;4.89639;0.477313;0.0842951;-0.000289477;-2.25537e-005;0.000309579;-0.00235804;-2.40247e-005;-0.000769487;-0.000158573;0.000304832;1.44168e-005;794;1.44822e-005;-1.27509e-006;1.41759e-005;-0.0117492;794;-0.102653;-0.0176027;0.0248001;603.045;822.96;216.085;202.675;1853.96;0.0501581;4.84623;-8.01256e-006;-0.000761542;-2.60642e-006;1.33133e-006;0.477255;-0.000159025;0.0248001;1.41759e-005;0.0842951;0.000304832;-1.87409;-0.0026989;-0.125587;0;0;0;0;0;0;0;1.24369;-4.79607;0.194859;-0.381;2.63816;0;0;2.63816;0;0;1.15684;-4.62797;-0.0962983;-0.381;0.545287;0;0;0.545287;0;0;1.20104;-4.96417;-0.0962997;-0.381;-1.61257;0;0;-1.61257;0;0;1.48302;-5.18479;0.754139;1.49373;-4.31806;1.16595;0.363;0.443556;0.867087;0;2.01435;0.867087;-1.5708;1.35293;-4.10472;0.125771;1.35959;-4.10123;1.04077;0.363;1.56699;0.828055;0;3.13778;0.828055;-1.5708;1.35294;-4.10472;-0.124229;1.35959;-4.10123;-1.03924;0.363;4.7162;0.828043;0;0.00381351;0.828043;-1.5708;1.483;-5.18479;-0.752601;1.49369;-4.31805;-1.16443;0.363;5.83962;0.867066;0;1.12723;0.867066;-1.5708;1.45284;-5.39965;-0.627602;1.52038;-6.1194;-0.124425;0.363;2.53147;0.921699;0;-2.18092;0.921699;-1.5708;1.45287;-5.39965;0.629139;1.52041;-6.1194;0.125945;0.363;3.75173;0.921706;0;-0.960659;0.921706;-1.5708;2.01435;0.867087;-1.5708;3.13778;0.828055;-1.5708;0.00381351;0.828043;-1.5708;1.12723;0.867066;-1.5708;-2.18092;0.921699;-1.5708;-0.960659;0.921706;-1.5708;1.33133e-006;0;0;1.5706;0.123543;-1.5706;-4.89639;-0.0501581;-4.84623;1.27509e-006;2.60642e-006;-1.33133e-006;0.000769487;8.01256e-006;0.000761542;-5.88546;0.794865;-0.381;-3.6389;0.503711;-0.381;-5.01433;-1.29629;-0.381
796;3.975;-0.0469274;0.00925147;0.0937909;-0.830208;-0.123123;4.89875;0.467884;0.0840472;-0.000281295;-2.10396e-005;0.000309825;-0.00227735;-2.24979e-005;-0.000770315;-0.000171923;0.000305367;1.83672e-005;795;1.843e-005;-1.1844e-006;1.81372e-005;-0.0131982;795;-0.113043;-0.0174805;0.0241069;575.076;796.141;206.89;204.591;1791.51;0.0493923;4.84936;-8.32658e-006;-0.000762051;-2.44792e-006;1.26352e-006;0.467833;-0.000172098;0.0241069;1.81372e-005;0.0840472;0.000305367;-1.88425;-0.00261462;-0.13864;0;0;0;0;0;0;0;1.24302;-4.79996;0.194859;-0.381;2.63786;0;0;2.63786;0;0;1.15749;-4.63186;-0.0962982;-0.381;0.544944;0;0;0.544944;0;0;1.20101;-4.96806;-0.0962994;-0.381;-1.61193;0;0;-1.61193;0;0;1.48259;-5.18717;0.75414;1.49373;-4.32119;1.16595;0.363;0.443891;0.867436;0;2.01469;0.867436;-1.5708;1.35327;-4.10704;0.125772;1.36005;-4.10436;1.04077;0.363;1.56787;0.828284;0;3.13866;0.828284;-1.5708;1.35327;-4.10704;-0.124228;1.36004;-4.10436;-1.03924;0.363;4.71532;0.828271;0;0.00293146;0.828271;-1.5708;1.48257;-5.18717;-0.752601;1.49369;-4.32118;-1.16443;0.363;5.83928;0.867416;0;1.12689;0.867416;-1.5708;1.45314;-5.40204;-0.627601;1.52029;-6.12253;-0.124425;0.363;2.53195;0.92133;0;-2.18044;0.92133;-1.5708;1.45316;-5.40204;0.62914;1.52031;-6.12253;0.125945;0.363;3.75125;0.921336;0;-0.961141;0.921336;-1.5708;2.01469;0.867436;-1.5708;3.13866;0.828284;-1.5708;0.00293146;0.828271;-1.5708;1.12689;0.867416;-1.5708;-2.18044;0.92133;-1.5708;-0.961141;0.921336;-1.5708;1.26352e-006;0;0;1.57061;0.123123;-1.57061;-4.89875;-0.0493923;-4.84936;1.1844e-006;2.44792e-006;-1.26352e-006;0.000770315;8.32658e-006;0.000762051;-5.88859;0.794866;-0.381;-3.64203;0.503711;-0.381;-5.01745;-1.29629;-0.381
797;3.98;-0.0457759;0.00920675;0.0934821;-0.838878;-0.122704;4.90106;0.458412;0.0838255;-0.000272707;-1.95536e-005;0.000306852;-0.00220613;-2.09845e-005;-0.000771207;-0.000184629;0.000302684;2.19596e-005;796;2.20224e-005;-1.07567e-006;2.17468e-005;-0.0147008;796;-0.123561;-0.0173618;0.0233476;555.537;782.732;205.74;199.993;1751.66;0.0486274;4.85244;-8.68401e-006;-0.000762582;-2.27564e-006;1.19997e-006;0.458375;-0.000184809;0.0233476;2.17468e-005;0.0838255;0.000302684;-1.89167;-0.00254219;-0.151859;0;0;0;0;0;0;0;1.24235;-4.80381;0.194859;-0.381;2.63756;0;0;2.63756;0;0;1.15815;-4.63571;-0.0962981;-0.381;0.544601;0;0;0.544601;0;0;1.20098;-4.97191;-0.0962992;-0.381;-1.6113;0;0;-1.6113;0;0;1.48215;-5.1895;0.754141;1.49372;-4.32427;1.16595;0.363;0.444227;0.867783;0;2.01502;0.867783;-1.5708;1.3536;-4.10931;0.125772;1.3605;-4.10744;1.04077;0.363;1.56875;0.82851;0;3.13954;0.82851;-1.5708;1.35361;-4.10931;-0.124228;1.36049;-4.10744;-1.03924;0.363;4.71444;0.828497;0;0.00205066;0.828497;-1.5708;1.48213;-5.1895;-0.7526;1.49369;-4.32426;-1.16443;0.363;5.83895;0.867764;0;1.12656;0.867764;-1.5708;1.45343;-5.40438;-0.6276;1.5202;-6.12561;-0.124424;0.363;2.53243;0.920961;0;-2.17995;0.920961;-1.5708;1.45346;-5.40438;0.629141;1.52022;-6.12561;0.125946;0.363;3.75077;0.920965;0;-0.961621;0.920965;-1.5708;2.01502;0.867783;-1.5708;3.13954;0.82851;-1.5708;0.00205066;0.828497;-1.5708;1.12656;0.867764;-1.5708;-2.17995;0.920961;-1.5708;-0.961621;0.920965;-1.5708;1.19997e-006;0;0;1.57062;0.122704;-1.57063;-4.90106;-0.0486274;-4.85244;1.07567e-006;2.27564e-006;-1.19997e-006;0.000771207;8.68401e-006;0.000762582;-5.89167;0.794867;-0.381;-3.64511;0.503711;-0.381;-5.02053;-1.29629;-0.381
